EVI,NDVI,date,RVI,bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water
,,2025-02-19,0.6135067258464175,,,,,,,,,
0.21100322366332472,0.2799385557158229,2025-02-22,,0.05587643572645003,0.1470273495158815,0.3962352964134359,0.04410332777928835,0.061005751283108804,0.17178401637034627,0.04573802179580076,0.04438683517807651,0.033797133625259365
,,2025-03-03,0.5827342037073081,,,,,,,,,
0.2292255742422255,0.2861593425360596,2025-03-04,,0.06284989647075452,0.13124189589421456,0.3110944187055078,0.04115070253432391,0.049787503292259574,0.27732583738952093,0.051389410350883125,0.04213093197929053,0.03298776663952308
0.18186053732741364,0.24778313908621524,2025-03-09,,0.10634200605166502,0.14852011037432575,0.2247413328580305,0.04603759905917236,0.055994428510223716,0.2934835408782368,0.05185659918649609,0.03530326807819793,0.03767662545178201
0.1698753030313675,0.22764843530751264,2025-03-14,,0.1005820061273584,0.10172931566978988,0.2734435366630474,0.03601146953023794,0.05080570707724199,0.3092498174762083,0.052370096339462865,0.03930176820926789,0.03646718219443869
,,2025-03-15,0.4228434481176713,,,,,,,,,
0.15388807874451288,0.19816057151737,2025-03-19,,0.1764148650168516,0.0750986600492223,0.20142469085349765,0.03891159271521512,0.054787400120567126,0.33859996609386517,0.052807105157564906,0.03013755822937813,0.031779338147807104
0.14207020839206674,0.17459167392944816,2025-03-24,,0.22267538084057648,0.06312900490723969,0.18325805886199942,0.034006591128764856,0.046973182353631904,0.342606065701301,0.04996919644408887,0.02476942783703614,0.03256736119044617
,,2025-03-27,0.39111575016986444,,,,,,,,,
0.13999883958299233,0.16834551634665762,2025-03-29,,0.2897427265524629,0.061641265044323684,0.11367764452341854,0.03382638263551444,0.03929425808452292,0.3554477867146489,0.0518935200622733,0.023858583482241336,0.03057895336147094
0.13596063203371586,0.16952976379716483,2025-03-31,,0.25497717865612923,0.06160299453252908,0.16249251055272543,0.03268651343632576,0.04501667214232808,0.3399327041969106,0.04886545975276615,0.022672422296953588,0.03170514457991211
0.13658303624610485,0.1765402387236719,2025-04-03,,0.17099985598555106,0.05022108395521141,0.21176649845086537,0.031026064791782697,0.0437715075738575,0.37497304568984124,0.051484132745745335,0.030600499008011126,0.035117814186296635
0.11877347707689127,0.1444298318863769,2025-04-08,0.4758220179314029,0.3065945125744794,0.0621630640717137,0.10244498362254909,0.03244431887655532,0.03502694294141119,0.3509597876500776,0.05227950275255945,0.02590727888056197,0.032137798246704534
0.11368270440439343,0.13602783092790688,2025-04-13,,0.3087610523889248,0.05319380459507792,0.12544609954988772,0.03128030971317222,0.0343712172793091,0.3257474447326673,0.050816593954458665,0.03133948645855332,0.03900048054043162
0.11554617452696313,0.14392684768019764,2025-04-18,,0.30752449471945287,0.049122413940658395,0.18691154926375342,0.033482083594187806,0.05283657686902259,0.2597570344407583,0.0512114490530018,0.02471591357116881,0.03439950853948524
0.11182720337864042,0.13158264335122405,2025-04-20,0.2906268346178421,0.3919505120885036,0.04897928329371375,0.1263052746352708,0.03060045224355123,0.034513604853385955,0.2460072550050662,0.05150026732858197,0.03051450950827049,0.039588366152886745
0.13353211893734007,0.15876528939185133,2025-04-23,,0.28989884044564324,0.045480496419974335,0.19238674420226706,0.02997468255056079,0.05333801801103885,0.28383498572117555,0.04759939829197587,0.022252788362953305,0.035192888585135744
0.12025418841764948,0.1506131878363026,2025-04-28,,0.260613407940163,0.03792602258197783,0.2701350741284269,0.030028006492174106,0.06228517614927319,0.23502897987986873,0.04553189822158703,0.024089503690539575,0.03431967059253346
,,2025-05-02,0.6309974535350646,,,,,,,,,
0.08565740138666916,0.1023533330140308,2025-05-10,,0.46796408959705615,0.04383343109698165,0.07764096825808388,0.027100140895639554,0.025321821777805363,0.23114825704732125,0.05968717321164232,0.029950200501087734,0.03731251215324161
,,2025-05-14,0.44427988683362984,,,,,,,,,
0.08009872370920654,0.08996390756822512,2025-05-18,,0.5131594581944638,0.0508473779597572,0.08300177342942826,0.03096369587835264,0.023265285092063263,0.1883981569991101,0.05080974893628101,0.025910178283288333,0.033606036376532464
0.07186032812469155,0.07967611464025869,2025-05-23,,0.5055200948189943,0.04556827198941616,0.10149777620980774,0.029325075159872895,0.023466075324352697,0.17174028343288228,0.048366979650484025,0.030151165797495477,0.044328962390986666
,,2025-05-26,0.3700503694977074,,,,,,,,,
0.07027154237199221,0.07356763481913817,2025-05-30,,0.5825072437671295,0.0437610997188754,0.04524222731700146,0.02856347814905052,0.021940183524860546,0.13685480368104852,0.06532733092098263,0.03356885878077193,0.04219426459821171
0.06190764898505351,0.06336296949563966,2025-06-07,0.5083921516745764,0.5602221148978205,0.052713197314332806,0.06586577886873476,0.03115298626808714,0.020595010509076816,0.1569850188759293,0.050658833638704756,0.026559927104367335,0.03520986682776587
0.07774660812226539,0.07965992510837698,2025-06-12,,0.5131078909261295,0.04710560563701242,0.09358268994646697,0.028762899410977618,0.022423682519525097,0.17944886103246935,0.04602080432281521,0.03102893202251355,0.038477144412303294
,,2025-06-19,0.3693855428146063,,,,,,,,,
,,2025-07-01,0.34208251471170414,,,,,,,,,
,,2025-07-13,0.6033165316626239,,,,,,,,,
,,2025-07-25,0.47053963943297494,,,,,,,,,
,,2025-08-06,0.8661558468937194,,,,,,,,,
,,2025-08-18,0.7630634468588139,,,,,,,,,
,,2025-08-30,1.0053891429661181,,,,,,,,,
,,2025-09-11,0.6039453822382025,,,,,,,,,
0.07411347244093572,0.07541483740134598,2025-09-15,,,,,,,,,,
,,2025-09-23,0.7483596839711214,,,,,,,,,
0.08412136681395208,0.08799981769692926,2025-09-25,,0.48385471374123806,0.05619824072198937,0.11696874644511493,0.030753288669197746,0.02191680730706384,0.17098572195333947,0.06340142322332713,0.025028883298208904,0.030851981334706763
,,2025-10-05,0.6159331289637039,,,,,,,,,
0.1256214385334311,0.12839524892366966,2025-10-10,,0.27831680802275227,0.052200202419412096,0.3176499371524127,0.029801783928735278,0.03110475052037575,0.17164005653475206,0.057609669277522965,0.026204050343867594,0.03543378826521149
0.11335222778291029,0.1415463601395888,2025-10-15,,0.14657412389940136,0.03947348691528962,0.5150495952579293,0.03150392894478112,0.039862879268103016,0.10804941626211687,0.0526052805491438,0.029238420643737766,0.03760137233899166
0.10880385757527682,0.1368773553640388,2025-10-17,0.405154465831133,0.13274599188494657,0.04253029526599481,0.5631140348259679,0.026018906584182187,0.03502439916492937,0.09252798726901232,0.04743545225071277,0.02611519654290921,0.034445211544908906
0.11980340837786468,0.14688715735396593,2025-10-20,,0.1241769383972435,0.057989029166288016,0.5468364605018567,0.02663305113715018,0.031506406316132114,0.09045475348952853,0.05273073404058461,0.02925791437155567,0.04037082103040826
0.11160303499348803,0.14195794894067962,2025-10-25,,0.12040297555792137,0.04085085900932723,0.5594954749433098,0.03238158438909338,0.03920053964762967,0.0906931556091059,0.05274817916040449,0.027274184981200798,0.03691566110435896
,,2025-10-29,0.3905272466992751,,,,,,,,,
0.1333841131220067,0.1833270430603937,2025-11-06,,0.07555418858820313,0.1189230393295914,0.5078678263598704,0.03886943118855374,0.04091651008434638,0.10480826445318905,0.041981661016006394,0.0352979092798235,0.03573870768373586
0.1514668119037904,0.18530231159085714,2025-11-09,,0.17176706874208447,0.052582801824479414,0.26210240513924116,0.03943015657054009,0.03160504975153089,0.2920888910076438,0.06024402026443487,0.05683813082774331,0.03329971650850128
,,2025-11-10,0.4962386799675042,,,,,,,,,
0.17241244183889523,0.19354023043043492,2025-11-14,,0.23326595053228802,0.04470820878854733,0.20346214118256015,0.03799419857452368,0.03782476223797571,0.3128792996294476,0.062136470738734934,0.03926260135181672,0.028427489929956123
0.19802529663045665,0.21842613230332844,2025-11-19,,0.1378634061790732,0.05139402952339511,0.4458782942028744,0.03639190673211385,0.043291901783632465,0.1714993871613066,0.052896858688072416,0.032837381945243445,0.027902717639795453
,,2025-11-22,0.6705264224694985,,,,,,,,,
0.2086941019511893,0.2539626913306752,2025-11-24,,0.11722846632627795,0.042141194083761255,0.21020794941800428,0.03966981547461493,0.07853597388159697,0.2147698347443509,0.15162737481704824,0.10565469975438065,0.04011773681040825
,,2025-11-26,,0.1029970702184482,0.03320934491237271,0.05772818084050813,0.025890491868737497,0.04922793975357932,0.13107417674129893,0.4733163565496183,0.0905698318170283,0.03594488878788366
0.3203521454669836,0.3685379054291869,2025-12-04,0.6462088254802562,0.06358240081996033,0.07134403278750336,0.4849680734196124,0.03906537056459099,0.06383819402368174,0.10033759112117335,0.06808464519303159,0.07878023341144082,0.029958006804887454
0.34389979698017553,0.37151042171931536,2025-12-09,,0.08512581945349544,0.0752004008210268,0.5132936950449425,0.04425454788912921,0.0782078728225315,0.08666475596013636,0.045745972674349815,0.04246271883164993,0.02900386695587207
0.32587581681043765,0.4024861569568398,2025-12-16,0.9017089055340282,0.05423347435592741,0.09387314481561967,0.5114890445803529,0.04825637977602343,0.07684936175963927,0.06158952201297051,0.0490249506877395,0.06737806113584627,0.037263823137406046
0.33952519115128155,0.4073812434366165,2025-12-19,,0.05620455245604788,0.11351111649422452,0.4972025996412208,0.045699319646159434,0.08395222325005185,0.06601103189395771,0.044007939379237165,0.06017486863153832,0.03319220945722714
0.3233515290021857,0.3915033522502807,2025-12-24,,0.05588040791582408,0.1394384561468399,0.4468192354683748,0.049651855105234004,0.06569818617515083,0.08161278736641568,0.05722611625618341,0.07072832714848017,0.03290444461620947
,,2025-12-28,0.5659344559445756,,,,,,,,,
0.3539748942058544,0.4088674509328745,2025-12-29,,0.05125409999883243,0.12181820698851574,0.5214750767504636,0.0415212538305394,0.06510816584234949,0.06467253056088636,0.048245632251462334,0.05467784035544753,0.03118586012118449
,,2026-01-09,0.913167390814897,,,,,,,,,
0.31870831029289565,0.3833345920759348,2026-01-13,,0.052463046837862314,0.07712159361901202,0.5136303192085006,0.0411808646609091,0.0542282050484798,0.07687532623601605,0.07166368293020355,0.07460310680504294,0.038193001246143235
0.3507988655773165,0.4091363444665794,2026-01-18,,0.04586979493770547,0.1498972447154118,0.5123478158668476,0.04074245658843762,0.05114624499115412,0.057036795098876734,0.052832029127366086,0.05500068684880953,0.035087022504372276
,,2026-01-21,1.0385629142308537,,,,,,,,,
,,2026-02-02,0.8247379649379817,0.1032246989714704,0.05025765618721085,0.22723811348717735,0.03439701276314982,0.07439807474799913,0.1670811086804135,0.16770372127931304,0.1292066793085836,0.04644772172338143
0.2677653254028685,0.32264457830030185,2026-02-07,,0.054430143499885585,0.0911191612923697,0.5147891334069826,0.046834267227219825,0.05920438808251664,0.10199205814676,0.05077894012094803,0.05030421304678037,0.030503560684041225
,,2026-02-14,0.7172844014469633,,,,,,,,,
0.22081062856561268,0.2707386872521399,2026-02-17,,,,,,,,,,
